consumption_id,customer_id,consumption_date,compute_units_used,storage_gb_used,query_count
CONS-0086-0016,CUST-0086,2026-03-07,6306,48388,96636
CONS-0086-0017,CUST-0086,2026-04-04,5784,35591,84786
CONS-0086-0018,CUST-0086,2026-04-19,8087,17021,42572
CONS-0086-0019,CUST-0086,2026-03-10,10051,49169,54826
CONS-0086-0020,CUST-0086,2026-02-12,11618,19168,14780
CONS-0086-0021,CUST-0086,2026-04-19,4270,12343,43999
CONS-0086-0022,CUST-0086,2026-02-15,8750,21270,47279
CONS-0086-0023,CUST-0086,2026-02-11,8275,25061,42373
CONS-0086-0024,CUST-0086,2026-05-05,11327,38969,43345
CONS-0086-0025,CUST-0086,2026-02-24,5596,41928,62442
CONS-0086-0026,CUST-0086,2026-04-08,9676,39979,49163
CONS-0086-0027,CUST-0086,2026-02-20,4174,41201,46214
CONS-0086-0028,CUST-0086,2026-03-05,13375,12476,28225
CONS-0086-0029,CUST-0086,2026-03-16,9807,18870,41167
CONS-0086-0030,CUST-0086,2026-04-23,3559,27161,27759
CONS-0086-0031,CUST-0086,2026-04-23,11240,43646,38267
CONS-0086-0032,CUST-0086,2026-03-11,5933,34094,93965
CONS-0086-0033,CUST-0086,2026-02-13,10021,12542,70549
CONS-0086-0034,CUST-0086,2026-02-13,10646,37938,99327
CONS-0086-0035,CUST-0086,2026-04-13,13815,13453,53089
CONS-0086-0036,CUST-0086,2026-05-06,9029,42532,51747
CONS-0086-0037,CUST-0086,2026-02-28,3964,47389,74235
CONS-0086-0038,CUST-0086,2026-04-10,12100,43903,76254
CONS-0086-0039,CUST-0086,2026-02-19,7202,20660,88883
CONS-0086-0040,CUST-0086,2026-02-28,10041,33007,75245
CONS-0086-0041,CUST-0086,2026-04-18,5707,39101,10069
CONS-0086-0042,CUST-0086,2026-04-29,4589,14147,23690
CONS-0086-0043,CUST-0086,2026-05-05,8389,26693,99509
CONS-0086-0044,CUST-0086,2026-04-16,7329,21162,63335
CONS-0086-0045,CUST-0086,2026-04-30,11347,30093,11782
CONS-0086-0046,CUST-0086,2026-05-05,3511,49754,46264
CONS-0086-0047,CUST-0086,2026-04-10,10952,18644,62316
CONS-0086-0048,CUST-0086,2026-02-16,6156,28702,98070
CONS-0086-0049,CUST-0086,2026-02-19,3797,16465,25024
CONS-0086-0050,CUST-0086,2026-03-16,3969,16088,47810
CONS-0086-0051,CUST-0086,2026-02-19,10388,48655,10695
CONS-0086-0052,CUST-0086,2026-03-14,13199,14338,85127
CONS-0086-0053,CUST-0086,2026-04-09,10543,18666,27639
CONS-0086-0054,CUST-0086,2026-05-01,8200,46661,61951
CONS-0086-0055,CUST-0086,2026-02-27,9429,36877,34025
CONS-0086-0056,CUST-0086,2026-03-01,11577,10430,41364
CONS-0086-0057,CUST-0086,2026-02-17,8782,44968,14393
CONS-0086-0058,CUST-0086,2026-05-03,6370,48442,12401
CONS-0086-0059,CUST-0086,2026-03-17,3693,31467,20803
CONS-0086-0060,CUST-0086,2026-05-08,5306,12397,77044
CONS-0086-0061,CUST-0086,2026-04-23,10966,42151,20063
CONS-0086-0062,CUST-0086,2026-02-23,8073,43682,68164
CONS-0086-0063,CUST-0086,2026-03-04,8999,29256,13646
CONS-0086-0064,CUST-0086,2026-04-18,3709,45062,51607
CONS-0086-0065,CUST-0086,2026-02-18,4204,35276,62676
CONS-0086-0066,CUST-0086,2026-03-23,10675,34854,71386
CONS-0086-0067,CUST-0086,2026-03-07,11882,36302,32340
CONS-0086-0068,CUST-0086,2026-03-24,12225,23099,66425
CONS-0086-0069,CUST-0086,2026-04-25,4708,38564,10794
CONS-0086-0070,CUST-0086,2026-04-06,10495,15183,14684
CONS-0086-0071,CUST-0086,2026-05-02,3849,23882,79313
CONS-0086-0072,CUST-0086,2026-03-14,3896,33171,23085
CONS-0086-0073,CUST-0086,2026-02-23,9212,10365,54519
CONS-0086-0074,CUST-0086,2026-03-23,5778,25568,34496
CONS-0086-0075,CUST-0086,2026-03-07,6472,33247,15674
CONS-0086-0076,CUST-0086,2026-02-12,11140,20769,48081
CONS-0087-0000,CUST-0087,2026-04-26,15852,301378,423863
CONS-0087-0001,CUST-0087,2026-04-20,29049,419236,450822
CONS-0087-0002,CUST-0087,2026-04-08,36827,478318,933641
CONS-0087-0003,CUST-0087,2026-03-05,19950,205419,240489
CONS-0087-0004,CUST-0087,2026-04-11,38626,104890,532234
CONS-0087-0005,CUST-0087,2026-04-27,38574,260492,542754
CONS-0087-0006,CUST-0087,2026-02-15,58816,199496,520921
CONS-0087-0007,CUST-0087,2026-02-22,66243,418003,680661
CONS-0087-0008,CUST-0087,2026-04-08,28255,380754,862006
CONS-0087-0009,CUST-0087,2026-03-14,19939,316447,266929
CONS-0087-0010,CUST-0087,2026-02-14,68283,224721,340105
CONS-0087-0011,CUST-0087,2026-04-26,56351,412347,955215
CONS-0087-0012,CUST-0087,2026-04-09,40935,443894,355848
CONS-0087-0013,CUST-0087,2026-02-22,63639,465953,887194
CONS-0087-0014,CUST-0087,2026-02-27,35474,337600,132669
CONS-0087-0015,CUST-0087,2026-03-29,57731,86738,291265
CONS-0087-0016,CUST-0087,2026-02-16,43394,91747,162058
CONS-0087-0017,CUST-0087,2026-03-15,47542,444960,430001
CONS-0087-0018,CUST-0087,2026-02-21,46403,443776,855580
CONS-0087-0019,CUST-0087,2026-04-10,42280,103302,755023
CONS-0087-0020,CUST-0087,2026-04-23,64033,371492,878457
CONS-0087-0021,CUST-0087,2026-04-24,35151,212548,212758
CONS-0087-0022,CUST-0087,2026-03-22,62467,179438,662549
CONS-0087-0023,CUST-0087,2026-03-21,50810,487726,778258
CONS-0087-0024,CUST-0087,2026-02-16,38360,326796,941926
CONS-0087-0025,CUST-0087,2026-03-18,67826,100096,108560
CONS-0087-0026,CUST-0087,2026-03-30,21998,497784,152759
CONS-0087-0027,CUST-0087,2026-02-18,56044,157011,171686
CONS-0087-0028,CUST-0087,2026-04-24,27081,288706,914702
CONS-0087-0029,CUST-0087,2026-02-14,23604,308941,203595
CONS-0087-0030,CUST-0087,2026-04-02,15930,320080,746621
CONS-0087-0031,CUST-0087,2026-04-05,64463,101777,875031
CONS-0087-0032,CUST-0087,2026-05-07,65008,441015,627911
CONS-0087-0033,CUST-0087,2026-02-26,35689,282231,340517
CONS-0087-0034,CUST-0087,2026-04-13,15139,208910,263064
CONS-0087-0035,CUST-0087,2026-02-26,68777,168725,700598
CONS-0087-0036,CUST-0087,2026-02-23,56620,484853,138100
CONS-0087-0037,CUST-0087,2026-02-26,42917,138755,811402
CONS-0087-0038,CUST-0087,2026-03-23,32503,223986,749614
CONS-0087-0039,CUST-0087,2026-05-01,14782,200922,146121
CONS-0087-0040,CUST-0087,2026-02-28,31020,479083,311426
CONS-0087-0041,CUST-0087,2026-03-08,65524,388287,723383
CONS-0087-0042,CUST-0087,2026-04-13,62947,87471,740771
CONS-0087-0043,CUST-0087,2026-05-05,26480,247140,834625
CONS-0087-0044,CUST-0087,2026-03-02,40341,440236,570263
CONS-0087-0045,CUST-0087,2026-02-19,23986,292706,358758
CONS-0087-0046,CUST-0087,2026-03-04,59127,108201,671478
CONS-0087-0047,CUST-0087,2026-05-09,56063,342916,691960
CONS-0087-0048,CUST-0087,2026-04-19,31066,84220,272754
CONS-0087-0049,CUST-0087,2026-02-15,69829,64072,295896
CONS-0087-0050,CUST-0087,2026-03-30,41832,144605,546600
CONS-0087-0051,CUST-0087,2026-02-23,55472,142840,543065
CONS-0087-0052,CUST-0087,2026-05-01,60055,134939,884110
CONS-0087-0053,CUST-0087,2026-02-12,44426,491847,302175
CONS-0087-0054,CUST-0087,2026-04-27,37162,210746,915159
CONS-0087-0055,CUST-0087,2026-05-05,65944,442471,707603
CONS-0087-0056,CUST-0087,2026-03-19,31977,129497,896893
CONS-0087-0057,CUST-0087,2026-03-27,31922,225098,819126
CONS-0087-0058,CUST-0087,2026-02-11,22503,166165,703351
CONS-0087-0059,CUST-0087,2026-04-05,59611,126009,450003
CONS-0087-0060,CUST-0087,2026-03-31,30323,231907,424175
CONS-0087-0061,CUST-0087,2026-02-19,21163,334556,392135
CONS-0087-0062,CUST-0087,2026-04-04,24025,154363,333638
CONS-0087-0063,CUST-0087,2026-04-18,38403,237688,518164
CONS-0087-0064,CUST-0087,2026-03-09,27824,97756,975924
CONS-0087-0065,CUST-0087,2026-04-17,53936,163185,348497
CONS-0087-0066,CUST-0087,2026-02-20,32431,422162,841770
CONS-0087-0067,CUST-0087,2026-02-24,69920,233418,995476
CONS-0087-0068,CUST-0087,2026-04-27,49346,69665,870413
CONS-0087-0069,CUST-0087,2026-04-23,16621,67345,633736
CONS-0087-0070,CUST-0087,2026-03-17,40312,114906,301007
CONS-0087-0071,CUST-0087,2026-04-21,52175,346895,280683
CONS-0087-0072,CUST-0087,2026-03-21,27338,245205,210414
CONS-0087-0073,CUST-0087,2026-04-30,41914,397542,232489
CONS-0087-0074,CUST-0087,2026-04-08,44570,301493,804444
CONS-0087-0075,CUST-0087,2026-02-24,31515,496157,479609
CONS-0087-0076,CUST-0087,2026-03-06,25746,191006,604072
CONS-0087-0077,CUST-0087,2026-02-27,67643,345532,646647
CONS-0087-0078,CUST-0087,2026-03-24,29325,251295,247764
CONS-0087-0079,CUST-0087,2026-02-12,69959,60387,212631
CONS-0087-0080,CUST-0087,2026-02-10,56560,287039,501678
CONS-0087-0081,CUST-0087,2026-03-19,52035,253036,954080
CONS-0087-0082,CUST-0087,2026-04-12,30424,364233,618113
CONS-0087-0083,CUST-0087,2026-02-13,61462,142293,623430
CONS-0087-0084,CUST-0087,2026-03-22,15280,261604,753455
CONS-0087-0085,CUST-0087,2026-02-22,28525,246109,806956
CONS-0088-0000,CUST-0088,2026-03-03,11785,41995,95189
CONS-0088-0001,CUST-0088,2026-04-24,13853,10749,87455
CONS-0088-0002,CUST-0088,2026-03-12,11388,41362,47031
CONS-0088-0003,CUST-0088,2026-03-10,11865,12857,38397
CONS-0088-0004,CUST-0088,2026-03-30,8094,24432,15991
CONS-0088-0005,CUST-0088,2026-05-01,7035,38412,18306
CONS-0088-0006,CUST-0088,2026-04-09,7423,45917,77358
CONS-0088-0007,CUST-0088,2026-03-11,13896,16279,53416
CONS-0088-0008,CUST-0088,2026-02-16,12131,45625,25970
CONS-0088-0009,CUST-0088,2026-05-02,10497,18401,26158
CONS-0088-0010,CUST-0088,2026-02-23,11300,13244,46684
CONS-0088-0011,CUST-0088,2026-02-28,6704,45916,69128
CONS-0088-0012,CUST-0088,2026-03-17,7629,42894,31446
CONS-0088-0013,CUST-0088,2026-03-08,8386,31144,20160
CONS-0088-0014,CUST-0088,2026-03-27,10731,47005,26244
CONS-0088-0015,CUST-0088,2026-03-08,10054,16773,88568
CONS-0088-0016,CUST-0088,2026-04-24,3630,34225,86091
CONS-0088-0017,CUST-0088,2026-04-25,10047,26495,90780
CONS-0088-0018,CUST-0088,2026-03-02,5478,48910,30758
CONS-0088-0019,CUST-0088,2026-02-14,7443,36347,60106
CONS-0088-0020,CUST-0088,2026-02-13,7865,26029,26684
CONS-0088-0021,CUST-0088,2026-02-13,12660,14565,55360
CONS-0088-0022,CUST-0088,2026-03-11,10550,18869,46130
CONS-0088-0023,CUST-0088,2026-04-08,7172,27393,87263
CONS-0088-0024,CUST-0088,2026-02-20,3757,30349,15188
CONS-0088-0025,CUST-0088,2026-04-17,10742,24066,31134
CONS-0088-0026,CUST-0088,2026-04-15,9942,33815,59239
CONS-0088-0027,CUST-0088,2026-04-25,12947,49482,39525
CONS-0088-0028,CUST-0088,2026-02-20,4468,11707,35995
CONS-0088-0029,CUST-0088,2026-04-23,12895,15426,24489
CONS-0088-0030,CUST-0088,2026-03-19,10607,23759,86103
CONS-0088-0031,CUST-0088,2026-04-03,5103,43434,51269
CONS-0088-0032,CUST-0088,2026-03-28,3765,15093,99409
CONS-0088-0033,CUST-0088,2026-04-04,4069,25015,42618
CONS-0088-0034,CUST-0088,2026-05-05,12862,42383,40605
CONS-0088-0035,CUST-0088,2026-03-30,7981,35881,82611
CONS-0088-0036,CUST-0088,2026-04-18,9516,31847,16627
CONS-0088-0037,CUST-0088,2026-03-04,11586,19720,95240
CONS-0088-0038,CUST-0088,2026-05-08,10992,40094,42844
CONS-0088-0039,CUST-0088,2026-02-11,13827,43237,45503
CONS-0088-0040,CUST-0088,2026-04-03,7201,41571,74469
CONS-0088-0041,CUST-0088,2026-03-05,7850,19971,18706
CONS-0088-0042,CUST-0088,2026-04-04,10866,43876,82815
CONS-0088-0043,CUST-0088,2026-02-19,9726,39420,58902
CONS-0088-0044,CUST-0088,2026-04-12,10987,44449,63401
CONS-0088-0045,CUST-0088,2026-03-02,12306,18946,76624
CONS-0088-0046,CUST-0088,2026-05-03,10384,42237,45154
CONS-0088-0047,CUST-0088,2026-04-13,6424,47517,21708
CONS-0089-0000,CUST-0089,2026-05-03,8736,33633,22269
CONS-0089-0001,CUST-0089,2026-03-10,17067,37994,67313
CONS-0089-0002,CUST-0089,2026-03-06,14494,47203,14866
CONS-0089-0003,CUST-0089,2026-03-02,8586,40676,21421
CONS-0089-0004,CUST-0089,2026-03-16,14090,31747,89653
CONS-0089-0005,CUST-0089,2026-02-16,18559,46447,13761
CONS-0089-0006,CUST-0089,2026-05-01,10781,13415,62568
CONS-0089-0007,CUST-0089,2026-04-06,8440,45843,16393
CONS-0089-0008,CUST-0089,2026-03-11,11770,10785,43728
CONS-0089-0009,CUST-0089,2026-05-04,13922,28915,16678
CONS-0089-0010,CUST-0089,2026-02-23,13978,48248,84035
CONS-0089-0011,CUST-0089,2026-03-23,7067,48222,19128
CONS-0089-0012,CUST-0089,2026-03-18,18303,39400,81523
CONS-0089-0013,CUST-0089,2026-04-22,17473,36779,95716
CONS-0089-0014,CUST-0089,2026-03-12,17465,31234,67142
CONS-0089-0015,CUST-0089,2026-05-10,5879,20299,89536
CONS-0089-0016,CUST-0089,2026-04-25,5937,24444,60081
CONS-0089-0017,CUST-0089,2026-04-05,19846,45847,73495
CONS-0089-0018,CUST-0089,2026-03-09,5739,22869,26186
CONS-0089-0019,CUST-0089,2026-05-08,9926,16252,13728
CONS-0089-0020,CUST-0089,2026-02-14,19293,46775,63950
CONS-0089-0021,CUST-0089,2026-02-23,16190,25901,59777
CONS-0089-0022,CUST-0089,2026-05-10,15656,44038,59497
CONS-0089-0023,CUST-0089,2026-04-13,19019,15492,52601
CONS-0089-0024,CUST-0089,2026-04-09,6780,13865,33705
CONS-0089-0025,CUST-0089,2026-04-06,19667,41558,70362
CONS-0089-0026,CUST-0089,2026-02-19,9546,44636,24091
CONS-0089-0027,CUST-0089,2026-04-05,19230,12055,38117
CONS-0089-0028,CUST-0089,2026-04-27,16115,42493,83337
CONS-0089-0029,CUST-0089,2026-03-22,10215,17194,36733
CONS-0089-0030,CUST-0089,2026-02-26,8790,42842,43508
CONS-0089-0031,CUST-0089,2026-02-18,17449,46006,23251
CONS-0089-0032,CUST-0089,2026-03-06,15894,12405,44643
CONS-0089-0033,CUST-0089,2026-04-03,7986,15245,38687
CONS-0089-0034,CUST-0089,2026-03-10,6406,38921,88461
CONS-0089-0035,CUST-0089,2026-03-09,8878,42748,15734
CONS-0089-0036,CUST-0089,2026-03-22,17414,32812,61249
CONS-0089-0037,CUST-0089,2026-03-10,10618,18329,40119
CONS-0089-0038,CUST-0089,2026-03-04,17244,16295,58604
CONS-0089-0039,CUST-0089,2026-04-06,7647,15868,93004
CONS-0089-0040,CUST-0089,2026-03-27,19566,18550,88870
CONS-0089-0041,CUST-0089,2026-04-02,18304,33396,46780
CONS-0089-0042,CUST-0089,2026-04-01,15020,12723,91927
CONS-0089-0043,CUST-0089,2026-03-26,5395,45199,69146
CONS-0089-0044,CUST-0089,2026-04-13,12873,29409,47710
CONS-0089-0045,CUST-0089,2026-04-03,10867,44796,16100
CONS-0089-0046,CUST-0089,2026-05-09,7479,22907,40477
CONS-0089-0047,CUST-0089,2026-02-18,9908,16463,91838
CONS-0089-0048,CUST-0089,2026-02-20,19384,23280,79918
CONS-0089-0049,CUST-0089,2026-02-21,16262,23444,77930
CONS-0089-0050,CUST-0089,2026-02-10,8300,19959,52374
CONS-0089-0051,CUST-0089,2026-03-09,19017,37933,89961
CONS-0089-0052,CUST-0089,2026-02-11,16170,24396,63866
CONS-0089-0053,CUST-0089,2026-03-17,14220,45054,66605
CONS-0089-0054,CUST-0089,2026-03-07,11010,19956,58187
CONS-0089-0055,CUST-0089,2026-03-24,15840,14383,56677
CONS-0089-0056,CUST-0089,2026-04-20,13779,10805,44904
CONS-0089-0057,CUST-0089,2026-03-16,5284,31910,29075
CONS-0089-0058,CUST-0089,2026-03-18,16008,46346,94594
CONS-0089-0059,CUST-0089,2026-03-12,14261,13906,36409
CONS-0089-0060,CUST-0089,2026-02-25,19919,16873,81830
CONS-0089-0061,CUST-0089,2026-03-13,19238,13598,94187
CONS-0089-0062,CUST-0089,2026-03-18,9559,40424,87109
CONS-0089-0063,CUST-0089,2026-04-28,10572,27521,90447
CONS-0089-0064,CUST-0089,2026-03-03,12222,49230,37885
CONS-0089-0065,CUST-0089,2026-02-11,9019,26454,99302
CONS-0089-0066,CUST-0089,2026-04-06,18863,27062,26690
CONS-0089-0067,CUST-0089,2026-03-01,10019,17811,94895
CONS-0089-0068,CUST-0089,2026-03-10,10468,24611,12284
CONS-0089-0069,CUST-0089,2026-05-03,18343,17492,71978
CONS-0089-0070,CUST-0089,2026-02-10,8160,32418,82785
CONS-0089-0071,CUST-0089,2026-02-14,9705,30350,18147
CONS-0089-0072,CUST-0089,2026-04-11,18816,43008,13295
CONS-0089-0073,CUST-0089,2026-04-29,6652,38646,76509
CONS-0089-0074,CUST-0089,2026-02-16,10803,46885,90622
CONS-0090-0000,CUST-0090,2026-03-26,20119,45867,68779
CONS-0090-0001,CUST-0090,2026-02-18,25084,34576,60959
CONS-0090-0002,CUST-0090,2026-05-05,13458,35859,88802
CONS-0090-0003,CUST-0090,2026-02-16,16213,31300,17353
CONS-0090-0004,CUST-0090,2026-03-10,16332,42976,61402
CONS-0090-0005,CUST-0090,2026-02-24,20499,18359,96400
CONS-0090-0006,CUST-0090,2026-03-28,14643,33295,76355
CONS-0090-0007,CUST-0090,2026-03-09,18277,30277,19349
CONS-0090-0008,CUST-0090,2026-03-20,18289,24210,60123
CONS-0090-0009,CUST-0090,2026-03-16,11685,28463,78186
CONS-0090-0010,CUST-0090,2026-04-15,15451,24388,82631
CONS-0090-0011,CUST-0090,2026-04-24,24789,49793,67298
CONS-0090-0012,CUST-0090,2026-03-17,18010,29938,44834
CONS-0090-0013,CUST-0090,2026-02-20,21019,30274,20844
CONS-0090-0014,CUST-0090,2026-03-14,21024,26803,72984
CONS-0090-0015,CUST-0090,2026-03-18,22378,19647,66306
CONS-0090-0016,CUST-0090,2026-03-06,22614,34932,31369
CONS-0090-0017,CUST-0090,2026-04-14,17206,24406,69235
CONS-0090-0018,CUST-0090,2026-04-09,28660,25891,54994
CONS-0090-0019,CUST-0090,2026-02-18,14364,10331,18548
CONS-0090-0020,CUST-0090,2026-02-23,11185,41130,32314
CONS-0090-0021,CUST-0090,2026-03-09,18706,37950,90118
CONS-0090-0022,CUST-0090,2026-02-27,21589,33029,92668
CONS-0090-0023,CUST-0090,2026-03-20,24853,17679,54268
CONS-0090-0024,CUST-0090,2026-03-03,19848,16526,64857
CONS-0090-0025,CUST-0090,2026-02-19,29668,48034,29004
CONS-0090-0026,CUST-0090,2026-03-21,29172,35155,79025
CONS-0090-0027,CUST-0090,2026-04-24,27837,15554,26509
CONS-0090-0028,CUST-0090,2026-03-06,10237,22920,95949
CONS-0090-0029,CUST-0090,2026-05-09,13104,38483,59794
CONS-0090-0030,CUST-0090,2026-05-05,17872,25565,53353
CONS-0090-0031,CUST-0090,2026-03-05,21790,16111,67626
CONS-0090-0032,CUST-0090,2026-04-03,29044,17315,87512
CONS-0090-0033,CUST-0090,2026-02-13,13741,16010,63438
CONS-0090-0034,CUST-0090,2026-02-12,12733,38397,99014
CONS-0090-0035,CUST-0090,2026-02-20,22962,23558,21071
CONS-0090-0036,CUST-0090,2026-03-13,10155,38241,91835
CONS-0090-0037,CUST-0090,2026-04-07,10842,11330,79917
CONS-0090-0038,CUST-0090,2026-04-02,23412,31906,69496
CONS-0090-0039,CUST-0090,2026-03-04,11188,15967,95919
CONS-0090-0040,CUST-0090,2026-04-25,22207,25370,43969
CONS-0090-0041,CUST-0090,2026-04-17,12220,42070,85036
CONS-0090-0042,CUST-0090,2026-02-25,18639,12441,44499
CONS-0090-0043,CUST-0090,2026-04-27,7990,18866,29973
CONS-0090-0044,CUST-0090,2026-04-25,22956,46474,24445
CONS-0090-0045,CUST-0090,2026-02-22,12874,25073,27154
CONS-0091-0000,CUST-0091,2026-05-01,3789,1031,5255
CONS-0091-0001,CUST-0091,2026-02-28,2938,9973,2751
CONS-0091-0002,CUST-0091,2026-04-03,1537,4875,1718
CONS-0091-0003,CUST-0091,2026-03-31,6538,2221,2159
CONS-0091-0004,CUST-0091,2026-03-15,4426,3979,1211
CONS-0091-0005,CUST-0091,2026-03-29,2074,8085,5476
CONS-0091-0006,CUST-0091,2026-04-05,5247,2852,7449
CONS-0091-0007,CUST-0091,2026-03-08,3438,2902,2036
CONS-0091-0008,CUST-0091,2026-04-16,2722,6069,3045
CONS-0091-0009,CUST-0091,2026-03-07,5541,2242,1039
CONS-0091-0010,CUST-0091,2026-03-01,1326,5614,4974
CONS-0091-0011,CUST-0091,2026-03-14,1869,8836,9121
CONS-0091-0012,CUST-0091,2026-02-10,837,1328,4118
CONS-0091-0013,CUST-0091,2026-03-16,1516,6732,2202
CONS-0091-0014,CUST-0091,2026-04-02,4281,2494,9615
CONS-0091-0015,CUST-0091,2026-03-17,2589,4128,9829
CONS-0091-0016,CUST-0091,2026-04-19,7207,7001,2852
CONS-0091-0017,CUST-0091,2026-04-05,7473,3502,5495
CONS-0091-0018,CUST-0091,2026-04-10,2967,6369,4665
CONS-0091-0019,CUST-0091,2026-04-25,5035,3313,8881
CONS-0091-0020,CUST-0091,2026-02-17,6579,3585,7140
CONS-0091-0021,CUST-0091,2026-03-17,2713,3995,1611
CONS-0091-0022,CUST-0091,2026-03-24,2413,7097,2550
CONS-0091-0023,CUST-0091,2026-03-07,3075,3180,1590
CONS-0091-0024,CUST-0091,2026-04-24,7050,7725,1847
CONS-0091-0025,CUST-0091,2026-03-05,7257,4442,6594
CONS-0091-0026,CUST-0091,2026-03-07,6747,8150,9835
CONS-0091-0027,CUST-0091,2026-02-27,3292,4527,3341
CONS-0091-0028,CUST-0091,2026-04-08,5800,7537,5062
CONS-0091-0029,CUST-0091,2026-02-14,3897,6688,1220
CONS-0091-0030,CUST-0091,2026-04-27,4065,5244,3511
CONS-0091-0031,CUST-0091,2026-04-23,5908,5836,2866
CONS-0091-0032,CUST-0091,2026-04-14,3483,3454,6114
CONS-0091-0033,CUST-0091,2026-04-16,7002,8090,7679
CONS-0091-0034,CUST-0091,2026-04-18,1462,8266,9799
CONS-0091-0035,CUST-0091,2026-03-13,3234,7608,3727
CONS-0091-0036,CUST-0091,2026-04-22,1944,9554,9223
CONS-0091-0037,CUST-0091,2026-03-16,5764,4986,6747
CONS-0091-0038,CUST-0091,2026-05-09,4387,7885,9246
CONS-0091-0039,CUST-0091,2026-03-18,3484,3521,9218
CONS-0091-0040,CUST-0091,2026-04-08,4888,9496,6248
CONS-0091-0041,CUST-0091,2026-02-16,2413,3612,4717
CONS-0091-0042,CUST-0091,2026-05-09,4587,9938,2081
CONS-0091-0043,CUST-0091,2026-05-10,1234,8154,9378
CONS-0091-0044,CUST-0091,2026-02-12,7170,3948,3767
CONS-0091-0045,CUST-0091,2026-04-16,6189,8706,5297
CONS-0091-0046,CUST-0091,2026-03-20,5566,7573,6754
CONS-0091-0047,CUST-0091,2026-02-18,829,8136,4797
CONS-0091-0048,CUST-0091,2026-04-07,6214,3807,3874
CONS-0091-0049,CUST-0091,2026-04-05,1555,7751,2745
CONS-0091-0050,CUST-0091,2026-05-08,4398,4192,4107
CONS-0091-0051,CUST-0091,2026-04-29,4306,1073,3908
CONS-0091-0052,CUST-0091,2026-02-25,5316,2937,9867
CONS-0091-0053,CUST-0091,2026-04-21,6316,7944,5088
CONS-0091-0054,CUST-0091,2026-03-09,2485,6959,6360
CONS-0091-0055,CUST-0091,2026-05-05,6907,6979,9816
CONS-0091-0056,CUST-0091,2026-04-18,5829,6806,6533
CONS-0091-0057,CUST-0091,2026-04-04,1948,5538,3848
CONS-0091-0058,CUST-0091,2026-02-22,3118,5093,8006
CONS-0091-0059,CUST-0091,2026-03-16,1839,7520,1728
CONS-0091-0060,CUST-0091,2026-04-16,6943,8558,5078
CONS-0091-0061,CUST-0091,2026-03-09,6480,3424,5324
CONS-0091-0062,CUST-0091,2026-02-27,4549,7843,8145
CONS-0091-0063,CUST-0091,2026-02-24,5256,3032,7496
CONS-0091-0064,CUST-0091,2026-04-25,1179,6149,2308
CONS-0091-0065,CUST-0091,2026-04-26,7224,1509,7693
CONS-0091-0066,CUST-0091,2026-03-07,898,1836,6819
CONS-0091-0067,CUST-0091,2026-02-24,2115,7829,1923
CONS-0091-0068,CUST-0091,2026-02-13,4872,3949,8093
CONS-0091-0069,CUST-0091,2026-05-03,6706,8717,3687
CONS-0091-0070,CUST-0091,2026-02-17,3873,2193,1512
CONS-0091-0071,CUST-0091,2026-04-10,7273,4895,1356
CONS-0091-0072,CUST-0091,2026-02-11,5998,4494,1287
CONS-0091-0073,CUST-0091,2026-04-04,6079,8438,2250
CONS-0091-0074,CUST-0091,2026-03-27,3594,5029,7877
CONS-0092-0000,CUST-0092,2026-04-03,301,850,445
CONS-0092-0001,CUST-0092,2026-04-21,234,530,508
CONS-0092-0002,CUST-0092,2026-02-20,282,380,465
CONS-0092-0003,CUST-0092,2026-04-21,577,201,575
CONS-0092-0004,CUST-0092,2026-05-01,646,798,893
CONS-0092-0005,CUST-0092,2026-04-06,124,771,280
CONS-0092-0006,CUST-0092,2026-03-02,583,890,745
CONS-0092-0007,CUST-0092,2026-03-25,348,325,752
CONS-0092-0008,CUST-0092,2026-04-19,253,421,427
CONS-0092-0009,CUST-0092,2026-04-28,541,435,466
CONS-0092-0010,CUST-0092,2026-05-01,465,519,315
CONS-0092-0011,CUST-0092,2026-03-28,249,127,840
CONS-0092-0012,CUST-0092,2026-04-09,528,947,443
CONS-0092-0013,CUST-0092,2026-04-03,345,237,392
CONS-0092-0014,CUST-0092,2026-04-30,732,483,844
CONS-0092-0015,CUST-0092,2026-03-13,355,713,310
CONS-0092-0016,CUST-0092,2026-04-29,520,922,982
CONS-0092-0017,CUST-0092,2026-04-26,636,226,406
CONS-0092-0018,CUST-0092,2026-04-08,514,443,663
CONS-0092-0019,CUST-0092,2026-04-19,735,827,229
CONS-0092-0020,CUST-0092,2026-04-13,541,661,481
CONS-0092-0021,CUST-0092,2026-04-30,180,209,118
CONS-0092-0022,CUST-0092,2026-04-27,481,905,537
CONS-0092-0023,CUST-0092,2026-03-26,93,717,917
CONS-0092-0024,CUST-0092,2026-03-31,597,533,737
CONS-0092-0025,CUST-0092,2026-03-11,171,492,873
CONS-0092-0026,CUST-0092,2026-04-12,427,750,326
CONS-0092-0027,CUST-0092,2026-02-23,474,468,165
CONS-0092-0028,CUST-0092,2026-04-24,279,318,643
CONS-0092-0029,CUST-0092,2026-03-21,526,709,269
CONS-0092-0030,CUST-0092,2026-03-21,585,917,312
CONS-0092-0031,CUST-0092,2026-03-25,97,688,166
CONS-0092-0032,CUST-0092,2026-04-02,337,280,887
CONS-0092-0033,CUST-0092,2026-04-21,439,188,306
CONS-0092-0034,CUST-0092,2026-03-12,460,146,970
